X	Y
501	7565.156
502	7536.022
503	7481.289
504	7491.755
505	7492.222
506	7494.111
507	7452.578
508	7387.000
509	7344.911
510	7303.467
511	7339.689
512	7337.667
513	7336.489
514	7306.822
515	7272.222
516	7217.511
517	7141.911
518	7144.267
519	7141.289
520	7160.133
521	7120.089
522	7110.333
523	7090.022
524	7084.667
525	7084.778
526	7107.089
527	7089.067
528	7042.667
529	6979.133
530	6970.978
531	6959.956
532	6957.089
533	6901.889
534	6902.733
535	6909.289
536	6917.289
537	6881.911
538	6826.956
539	6789.867
540	6747.156
541	6748.422
542	6744.333
543	6747.489
544	6747.200
545	6719.245
546	6669.000
547	6612.245
548	6587.444
549	6581.178
550	6571.000
551	6544.867
552	6517.289
553	6478.844
554	6474.889
555	6479.645
556	6466.333
557	6455.755
558	6432.911
559	6387.000
560	6312.578
561	6273.355
562	6283.800
563	6315.933
564	6314.156
565	6297.689
566	6260.267
567	6227.111
568	6203.600
569	6176.911
570	6169.600
571	6196.200
572	6238.378
573	6232.711
574	6184.645
575	6137.511
576	6129.355
577	6099.200
578	6069.489
579	6025.267
580	6004.022
581	5997.711
582	5999.844
583	5990.133
584	5958.667
585	5928.400
586	5912.467
587	5887.911
588	5855.200
589	5810.289
590	5799.622
591	5771.533
592	5748.778
593	5718.245
594	5671.022
595	5638.289
596	5623.822
597	5635.467
598	5627.778
599	5599.067
600	5582.444
601	5571.133
602	5551.444
603	5526.778
604	5502.355
605	5482.422
606	5461.355
607	5416.622
608	5361.533
609	5323.533
610	5296.133
611	5270.311
612	5265.755
613	5276.267
614	5269.067
615	5248.711
616	5199.355
617	5185.733
618	5174.800
619	5162.089
620	5144.911
621	5097.600
622	5085.444
623	5067.578
624	5057.889
625	5044.689
626	5035.800
627	5008.755
628	4962.689
629	4923.133
630	4903.267
631	4901.844
632	4893.667
633	4885.978
634	4865.156
635	4833.533
636	4797.067
637	4753.800
638	4735.267
639	4727.111
640	4717.600
641	4693.245
642	4660.089
643	4649.044
644	4631.422
645	4624.933
646	4599.311
647	4594.289
648	4581.022
649	4579.178
650	4544.622
651	4520.311
652	4503.800
653	4515.889
654	4522.200
655	4523.355
656	4510.156
657	4489.711
658	4468.133
659	4453.645
660	4458.489
661	4451.111
662	4434.822
663	4397.822
664	4401.067
665	4405.467
666	4416.133
667	4395.733
668	4378.933
669	4351.245
670	4341.489
671	4320.200
672	4311.067
673	4294.311
674	4293.444
675	4297.822
676	4289.111
677	4273.867
678	4256.400
679	4233.000
680	4224.822
681	4214.978
682	4221.667
683	4206.311
684	4170.178
685	4137.000
686	4109.778
687	4113.245
688	4107.133
689	4097.133
690	4055.044
691	4030.800
692	4009.333
693	4004.645
694	3982.089
695	3971.511
696	3958.467
697	3950.889
698	3938.911
699	3934.022
700	3915.200
701	3899.578
702	3882.556
703	3878.933
704	3870.733
705	3851.467
706	3825.422
707	3801.200
708	3796.289
709	3801.533
710	3787.111
711	3755.044
712	3727.844
713	3719.111
714	3716.089
715	3687.978
716	3658.289
717	3643.422
718	3630.867
719	3622.200
720	3607.000
721	3613.067
722	3597.756
723	3568.667
724	3548.867
725	3533.289
726	3526.200
727	3495.711
728	3477.889
729	3465.133
730	3451.533
731	3431.089
732	3416.889
733	3401.867
734	3388.600
735	3363.600
736	3357.844
737	3364.645
738	3363.311
739	3351.222
740	3320.378
741	3308.867
742	3304.756
743	3298.133
744	3277.489
745	3246.511
746	3224.044
747	3203.244
748	3188.022
749	3183.667
750	3187.756
751	3176.156
752	3158.933
753	3138.689
754	3135.067
755	3124.044
756	3111.689
757	3110.089
758	3113.022
759	3098.689
760	3085.311
761	3075.889
762	3072.578
763	3068.000
764	3061.044
765	3049.978
766	3024.711
767	3002.156
768	2997.289
769	2998.911
770	3005.933
771	3000.600
772	2988.667
773	2977.400
774	2969.267
775	2964.222
776	2952.422
777	2939.111
778	2928.089
779	2916.578
780	2904.156
781	2891.222
782	2876.111
783	2871.689
784	2864.400
785	2850.289
786	2842.422
787	2836.111
788	2839.689
789	2825.178
790	2819.067
791	2813.244
792	2816.022
793	2808.800
794	2803.000
795	2782.978
796	2774.756
797	2760.222
798	2749.000
799	2740.533
800	2737.622
801	2735.311
802	2720.822
803	2700.556
804	2692.244
805	2684.800
806	2675.889
807	2670.400
808	2660.156
809	2660.956
810	2658.222
811	2645.645
812	2635.978
813	2615.355
814	2605.044
815	2600.089
816	2596.578
817	2599.044
818	2590.067
819	2579.022
820	2573.645
821	2558.756
822	2548.711
823	2541.467
824	2528.978
825	2526.844
826	2502.311
827	2486.444
828	2462.355
829	2464.355
830	2463.533
831	2463.089
832	2437.867
833	2427.467
834	2423.200
835	2430.378
836	2411.378
837	2398.422
838	2372.667
839	2358.333
840	2346.733
841	2339.022
842	2332.089
843	2313.600
844	2304.889
845	2298.667
846	2293.200
847	2289.844
848	2281.822
849	2275.645
850	2262.355
851	2251.311
852	2239.133
853	2235.867
854	2233.867
855	2218.267
856	2198.044
857	2182.622
858	2175.111
859	2168.422
860	2155.422
861	2144.355
862	2142.933
863	2152.000
864	2161.956
865	2154.400
866	2144.511
867	2133.556
868	2135.711
869	2132.956
870	2128.956
871	2116.089
872	2101.511
873	2095.156
874	2092.178
875	2092.956
876	2080.111
877	2067.911
878	2057.756
879	2051.556
880	2049.044
881	2039.222
882	2033.378
883	2021.800
884	2026.489
885	2028.089
886	2029.511
887	2011.933
888	1994.667
889	1981.133
890	1982.667
891	1982.467
892	1973.422
893	1958.978
894	1961.622
895	1957.978
896	1947.378
897	1922.644
898	1911.089
899	1910.956
900	1905.356
901	1906.111
902	1890.578
903	1886.378
904	1872.844
905	1868.533
906	1852.578
907	1856.133
908	1854.378
909	1859.533
910	1842.200
911	1830.911
912	1821.067
913	1816.378
914	1814.333
915	1809.867
916	1794.133
917	1781.800
918	1772.756
919	1769.689
920	1755.156
921	1747.178
922	1741.822
923	1746.333
924	1742.822
925	1740.022
926	1729.844
927	1728.311
928	1723.244
929	1721.222
930	1710.311
931	1708.711
932	1695.289
933	1684.044
934	1667.356
935	1664.533
936	1665.800
937	1648.222
938	1639.889
939	1623.667
940	1625.800
941	1622.222
942	1612.333
943	1604.800
944	1589.200
945	1592.556
946	1582.267
947	1570.267
948	1551.622
949	1545.022
950	1542.556
951	1535.178
952	1525.733
953	1507.667
954	1493.489
955	1483.689
956	1474.400
957	1460.578
958	1446.400
959	1438.422
960	1432.844
961	1418.644
962	1406.044
963	1395.356
964	1386.089
965	1381.778
966	1370.067
967	1363.200
968	1343.422
969	1326.600
970	1316.622
971	1306.644
972	1300.622
973	1281.822
974	1268.378
975	1247.511
976	1235.956
977	1223.778
978	1209.556
979	1190.533
980	1176.444
981	1161.667
982	1147.511
983	1132.600
984	1114.289
985	1094.822
986	1072.244
987	1058.289
988	1042.089
989	1015.311
990	993.556
991	970.178
992	955.844
993	934.022
994	913.200
995	896.289
996	886.556
997	876.111
998	873.511
999	862.644
1000	862.244
1001	849.844
1002	842.044
1003	829.933
1004	820.400
1005	812.111
1006	806.267
1007	796.578
1008	789.867
1009	782.178
1010	778.000
1011	778.244
1012	775.356
1013	773.000
1014	766.600
1015	760.600
1016	754.778
1017	746.822
1018	738.400
1019	732.222
1020	730.133
1021	727.311
1022	724.289
1023	720.889
1024	723.422
1025	721.822
1026	713.889
1027	708.044
1028	703.644
1029	708.067
1030	707.600
1031	712.556
1032	713.333
1033	707.067
1034	704.778
1035	700.222
1036	703.800
1037	700.178
1038	696.200
1039	692.667
1040	691.089
1041	687.756
1042	690.489
1043	695.578
1044	700.733
1045	700.356
1046	692.422
1047	694.889
1048	697.689
1049	705.622
1050	706.289
1051	702.600
1052	700.067
1053	698.378
1054	698.644
1055	696.844
1056	696.889
1057	697.578
1058	699.289
1059	694.067
1060	683.133
1061	680.333
1062	684.911
1063	698.978
1064	700.511
1065	700.067
1066	689.533
1067	685.022
