-0.2,0.733592718365833
-0.18,0.7283175159088
-0.16,0.729041707921805
-0.14,0.727841558448643
-0.12,0.726356384386055
-0.1,0.724942106425982
-0.08,0.721509395261046
-0.06,0.715305451678982
-0.04,0.707550849514894
-0.02,0.706140673883929
0,0.708993756495127
0.02,0.710849885849419
0.04,0.7097506798574
0.06,0.712223249622908
0.08,0.711205850183159
0.1,0.708468702011069
0.12,0.7012364267186
0.14,0.698658832963742
0.16,0.698639739676669
0.18,0.700482252789666
0.2,0.703800382411264
0.22,0.708946012366995
0.24,0.705157380510118
0.26,0.702949367330295
0.28,0.701040038622992
0.3,0.7121073370047
0.32,0.718357649998227
0.34,0.719834641223498
0.36,0.714596272444841
0.38,0.712902425120219
0.4,0.710395749288775
0.42,0.710371200776824
0.44,0.714773567253376
0.46,0.721071624375036
0.48,0.72144393256251
0.5,0.720517919049918
0.52,0.718858155970334
0.54,0.72010059434675
0.56,0.718990456084076
0.58,0.722479072393562
0.6,0.726791427659627
0.62,0.730760103758377
0.64,0.72713783443938
0.66,0.724545249726557
0.68,0.722882759034534
0.7,0.730775116537241
0.72,0.738932030625633
0.74,0.741871043939109
0.76,0.736541289233295
0.78,0.734578761172982
0.8,0.733719563254696
0.82,0.735368415884524
0.84,0.735458405274111
0.86,0.732132092815196
0.88,0.730214581270576
0.9,0.730511891026428
0.92,0.733246333406979
0.94,0.73600938298679
0.96,0.736677669855246
0.98,0.738393316258479
1,0.740003982314161
1.02,0.7415941803661
1.04,0.743660357699095
1.06,0.745850608666716
1.08,0.740470404041231
1.1,0.745275104262985
1.12,0.750858505104727
1.14,0.75876177305719
1.16,0.761284814563268
1.18,0.763485997801544
1.2,0.770966464005062
1.22,0.771941596362456
1.24,0.773863188415284
1.26,0.774707395375606
1.28,0.777841422068021
1.3,0.777439110143718
1.32,0.773391333284236
1.34,0.768091560494352
1.36,0.761715777328631
1.38,0.756752897406313
1.4,0.752878313026259
1.42,0.747819944847676
1.44,0.747963155411174
1.46,0.749404709495637
1.48,0.758714028929057
1.5,0.755865048646968
1.52,0.756118716603795
1.54,0.753232902643329
1.56,0.760611094290834
1.58,0.763462824006263
1.6,0.762040363208872
1.62,0.758613129089714
1.64,0.758355358803778
1.66,0.762416773725455
1.68,0.764294723979259
1.7,0.764144727116014
1.72,0.769936801219788
1.74,0.778650170066636
1.76,0.787862670168921
1.78,0.785418729423574
1.8,0.780768150215072
1.82,0.781297307028239
1.84,0.789159638973217
1.86,0.7973929480308
1.88,0.805519858382362
1.9,0.809499466751768
1.92,0.810040886910461
1.94,0.80235037272824
1.96,0.797517043486325
1.98,0.798557638542255
2,0.802965460243685
2.02,0.804783403023831
2.04,0.805989007721871
2.06,0.806066755586832
2.08,0.807385545290641
2.1,0.804383818711967
2.12,0.800254213479315
2.14,0.795325417802035
2.16,0.792987853941809
2.18,0.797166556198363
2.2,0.800198308334765
2.22,0.797297481595435
2.24,0.791611784376781
2.26,0.78775764617957
2.28,0.786843917833403
2.3,0.785035488965444
2.32,0.789757007918259
2.34,0.792645527670264
2.36,0.79435438777375
2.38,0.789872920536467
2.4,0.791060806664103
2.42,0.795662267027802
2.44,0.800367420305984
2.46,0.800779267963374
2.48,0.796835140376574
2.5,0.798692666268435
2.52,0.807251914102029
2.54,0.81869560117942
2.56,0.821468230134117
2.58,0.81636759487318
2.6,0.809945420475096
2.62,0.805578512960251
2.64,0.808662067912094
2.66,0.813428581559703
2.68,0.816764451572605
2.7,0.813824085363359
2.72,0.806053117524637
2.74,0.800331939523377
2.76,0.800087829120536
2.78,0.808623881337948
